n_cargos,static_v3_cost_mean,static_v3_cost_min,static_v3_cost_max,static_v3_time_ms,static_v3_rounds,dynamic_v2_cost,dynamic_v2_time_ms,dynamic_v2_rounds
246,33366.175778795005,32432.5705042297,34267.96508372683,24.55849999387283,50,30056.27502786055,296.1791000125231,50
247,33456.410721570166,32992.08152968636,34166.116892643746,20.467799993639346,50,29505.58778459982,241.57369999738876,50
248,33963.38162541077,33411.83404336431,34487.75269140124,20.40724999824306,50,29939.497734052227,264.81609999609645,50
249,34089.72053250374,33123.01543235156,35010.295832848424,21.017699997173622,50,29897.802061251878,251.81430000520777,50
250,33978.63474246508,33342.998532012796,34712.184587449265,19.064799991610926,50,30009.17410662625,248.9488999999594,50
251,34112.74009223879,33856.16273830964,34631.19656106587,19.483399992168415,51,30328.71958210845,241.60999999730848,51
252,34060.430195624685,33701.88595847268,34686.2134805135,18.967699994391296,51,30591.54035249189,242.76049999753013,51
253,34155.12159750634,33385.21764073087,34590.68307368895,19.415950002439786,51,30843.781464817414,262.39930000156164,51
254,34357.56170930249,33713.37168146771,34790.75931070402,21.168400002352428,51,30531.556889447675,247.2599999891827,51
255,34596.888307821566,33442.882226482034,35360.97565435367,19.804999996267725,51,31019.6073801392,248.56609999551438,51
256,34781.48327289384,34066.93028909633,35364.0199647075,20.037849993968848,52,31194.248629543505,253.4222999966005,52
257,34687.55305991131,33720.03962177135,35572.16902640979,20.659850008087233,52,31213.0524740347,255.90690001263283,52
258,34901.63120306338,33684.480122335364,35869.40307054715,20.43575000425335,52,31858.328549778864,261.41500000085216,52
259,35122.77257901526,34474.98502901911,35684.91116887503,21.295550002832897,52,32129.604544777834,260.6588000053307,52
260,35210.0397530804,34701.91629711018,35810.20026958589,20.070200000191107,52,32160.37375109197,258.5644000064349,52
261,35349.02368735119,34649.61362771183,36257.67756042281,19.900150000466965,53,32282.699296691804,256.5821999887703,53
262,35359.49876192944,34840.866060838416,36263.361046217586,23.13030000368599,53,32296.75806670832,269.19450001150835,53
263,35370.847098759434,34559.3812361727,36141.87306322489,20.854900001722854,53,31950.81022361223,270.1167000050191,53
264,35562.90398372252,34918.05290933835,36127.28560964179,20.987600000808015,53,31988.900613069556,270.2735000057146,53
265,35733.61107360133,35408.57940559143,36391.02408004383,20.841450001171324,53,31746.486640852407,271.0015999909956,53
266,35701.87461942071,34960.846268607806,36399.556303304445,20.613599997886922,54,31723.302054161657,279.6418000070844,54
267,35920.8514437952,35001.642960177036,36407.73771467241,20.91120000113733,54,31812.079455470008,277.6415999978781,54
268,36167.99637770522,35818.338990602664,36573.311204058584,21.14895000704564,54,32227.809665019166,283.5400000039954,54
269,36170.496361899284,35850.99109202766,36609.75007749295,21.0145500022918,54,32570.194210232024,279.97180000238586,54
270,36274.403869951326,35753.35424973493,36850.11232575465,24.465750000672415,54,32546.736307336607,288.5002999973949,54
271,36397.36904159596,35442.41394484035,37551.01289656434,22.3912500005099,55,32698.63680255175,304.07510000804905,55
272,36557.30373378212,35669.20346512028,37144.83289121573,22.01124999555759,55,32557.79646676969,292.51680000743363,55
273,36650.651376293055,36074.01783909702,37480.9768556587,22.380649999831803,55,32447.9748607951,293.8955999998143,55
274,36813.585335192634,35761.87939665486,37723.89169999698,21.718100004363805,55,32526.81371217999,296.84360000828747,55
275,36918.31727393504,36327.02956662983,37472.08195943548,23.649049995583482,55,32831.01730844421,287.9102000006242,55
276,37054.62554091735,36546.10766570089,37761.92165359507,21.26789999601897,56,32886.891938429995,283.2689000060782,56
277,37134.955661657885,36511.0816114014,38648.50343828386,21.411749999970198,56,32710.807115692234,287.1045000065351,56
278,37638.35983498455,37185.84036100935,38142.42657963022,22.31210000172723,56,32810.87325769522,299.90410000027623,56
279,37363.05851279933,36922.84282572209,37721.42598419629,20.548349995806348,56,33147.72279071319,289.14249999797903,56
280,37671.81334879481,37142.22371447995,38429.96549515029,22.78354999725707,56,33447.04575575442,296.81310000887606,56
281,37855.78048306027,37026.22418508128,38548.63152640652,22.042600001441315,57,33320.26539391403,296.5381999965757,57
282,38017.114092616976,36528.931712914135,38699.34705755066,23.3691000030376,57,33543.19585788631,296.77109999465756,57
283,38367.69685634174,37567.82502629947,39179.19162249491,22.762199994758703,57,33432.06268980258,297.45379999803845,57
284,38661.21772215506,38032.443541720226,39374.77506855898,21.795600005134474,57,33679.69192681383,302.5137999939034,57
285,38734.84859145079,38289.31634982323,39297.01706027441,22.3727000047802,57,33660.80853151668,310.688300000038,57
286,38815.36049079395,38313.24550889412,39332.80232787863,29.895799998485018,58,33703.41236300476,307.93029999767896,58
287,38713.71183254317,37691.5322039756,39499.89852425206,21.654449999914505,58,34035.04133063255,314.57879999652505,58
288,39263.66291795394,38597.89901500302,40102.52835354925,22.236700002395082,58,34308.411995482114,312.4661999900127,58
289,39255.07279487442,38863.7051211373,39703.9978361096,22.721049994288478,58,34763.81112960287,325.09729999583215,58
290,39516.05500339503,38986.691961615776,40108.79241795999,23.814300002413802,58,34894.8460897396,338.86050000728574,58
291,39665.32773289969,39238.13660450584,40341.95041431111,24.385949996940326,59,34896.51316680476,330.2018999966094,59
292,39430.82467790446,38366.80290508296,40401.297017356585,24.04699999897275,59,35001.00893207057,324.2090000130702,59
293,39792.61916057547,38899.105184805405,40427.83098020275,22.965149997617118,59,34947.2494431145,326.2088000046788,59
294,39888.21225913358,39176.48302644842,40536.533183375526,24.666050005180296,59,35265.33659758655,341.80780001042876,59
295,39870.7979262531,38398.50832586539,40596.92070452163,23.617850005393848,59,35298.09659505751,325.41249999485444,59
296,40162.60397716344,39208.74563438196,40602.12953084229,23.085499997250736,60,35266.742406294856,337.67719999013934,60
297,40254.64348589274,39392.15728436366,41340.96623206623,23.412499998812564,60,35613.36129639157,334.8305999970762,60
298,40352.28875954597,39825.749034079025,40867.293317543925,23.10610000131419,60,35809.06131669425,349.19059999811,60
299,40317.307078310616,39701.68579612883,40985.812905318955,22.98194999457337,60,35676.2808001207,336.5535000048112,60
300,40405.58664368995,39844.998420050004,41190.71873379971,24.036499999056105,60,35723.21469556683,332.9280999896582,60
